,0,1,2,3,4,5,6,7,8,9
297,(-1.3268638485251085e-08+0j),(3.5713489783017576e-08+0j),(-0.0011774602646246169+0j),(0.0327248248354077-0.03662628241526057j),(0.0327248248354077+0.03662628241526057j),(0.054225864434997315-0.006069952989909373j),(0.054225864434997315+0.006069952989909373j),(0.04931978256668957+0j),(-0.011430699528327915+0j),(0.025567063722265252+0j)
298,(-1.3268638617433917e-08+0j),(3.5713489911164866e-08+0j),(-0.0011774602646248502+0j),(0.0327248248354075-0.03662628241526048j),(0.0327248248354075+0.03662628241526048j),(0.054225864434997204-0.0060699529899093455j),(0.054225864434997204+0.0060699529899093455j),(0.04931978256668934+0j),(-0.011430699528327782+0j),(0.025567063722265054+0j)
299,(-1.3268638908179867e-08+0j),(3.5713490184329756e-08+0j),(-0.0011774602646246685+0j),(0.032724824835407756-0.036626282415260475j),(0.032724824835407756+0.036626282415260475j),(0.054225864434997335-0.006069952989909373j),(0.054225864434997335+0.006069952989909373j),(0.04931978256668945+0j),(-0.011430699528327678+0j),(0.025567063722265027+0j)
300,(-1.3268638699577106e-08+0j),(3.571348990918088e-08+0j),(-0.0011774602646246607+0j),(0.03272482483540767-0.03662628241526056j),(0.03272482483540767+0.03662628241526056j),(0.054225864434997204-0.006069952989909392j),(0.054225864434997204+0.006069952989909392j),(0.04931978256668957+0j),(-0.011430699528327967+0j),(0.025567063722265308+0j)
301,(5.6512054541156185e-11+0j),(-3.1188849413170935e-10+0j),(3.861073555904426e-05+0j),(0.019762004899434735+0.018481390647066085j),(0.019762004899434735-0.018481390647066085j),(-0.07905625693184111+9.83033143054858e-05j),(-0.07905625693184111-9.83033143054858e-05j),(0.07798757736454029+0j),(-0.0506766709015+0j),(-0.096951603722844+0j)
302,(5.6511918408726384e-11+0j),(-3.118883214938617e-10+0j),(3.8610735559086924e-05+0j),(0.01976200489943488+0.018481390647066113j),(0.01976200489943488-0.018481390647066113j),(-0.07905625693184101+9.830331430549793e-05j),(-0.07905625693184101-9.830331430549793e-05j),(0.07798757736454032+0j),(-0.050676670901499944+0j),(-0.09695160372284406+0j)
303,(0.019973235229796025+0j),(-0.017252167429909388+0j),(0.00812344263295659+0j),(-0.013659570205160381+0.006972068710460304j),(-0.013659570205160381-0.006972068710460304j),(-0.008833766092721787+0.006133645324478798j),(-0.008833766092721787-0.006133645324478798j),(-0.004196160420669277+0j),(-0.01438225803732554+0j),(0.014141133097164749+0j)
304,(8.090929830148233e-10+0j),(-2.8983031538390304e-09+0j),(0.0002025762047205947+0j),(-0.0030402945159050676+0.05349475670973556j),(-0.0030402945159050676-0.05349475670973556j),(-0.08084478479297157+0.010109102607148911j),(-0.08084478479297157-0.010109102607148911j),(-0.025950690616152475+0j),(-0.009773251871751246+0j),(-0.03999098979616832+0j)
305,(8.090928897576635e-10+0j),(-2.8983030560893603e-09+0j),(0.00020257620472073106+0j),(-0.0030402945159049275+0.0534947567097356j),(-0.0030402945159049275-0.0534947567097356j),(-0.0808447847929716+0.010109102607148892j),(-0.0808447847929716-0.010109102607148892j),(-0.02595069061615224+0j),(-0.009773251871751232+0j),(-0.03999098979616844+0j)
306,(0.019973235229793298+0j),(-0.017252167429907053+0j),(0.008123442632958364+0j),(-0.013659570205158643+0.006972068710460014j),(-0.013659570205158643-0.006972068710460014j),(-0.00883376609272126+0.00613364532447814j),(-0.00883376609272126-0.00613364532447814j),(-0.004196160420669987+0j),(-0.014382258037325742+0j),(0.01414113309716598+0j)
307,(0.019973235229793274+0j),(-0.017252167429906966+0j),(0.008123442632958335+0j),(-0.013659570205158641+0.0069720687104600524j),(-0.013659570205158641-0.0069720687104600524j),(-0.008833766092721152+0.006133645324478179j),(-0.008833766092721152-0.006133645324478179j),(-0.004196160420670052+0j),(-0.014382258037325643+0j),(0.014141133097165925+0j)
308,(0.01997323522979152+0j),(-0.017252167429904708+0j),(0.008123442632956954+0j),(-0.01365957020516025+0.006972068710460048j),(-0.01365957020516025-0.006972068710460048j),(-0.00883376609272237+0.006133645324478214j),(-0.00883376609272237-0.006133645324478214j),(-0.004196160420669735+0j),(-0.014382258037325834+0j),(0.014141133097164976+0j)
309,(-0.007755446048816954+0j),(0.007067120321536183+0j),(0.029852382325962042+0j),(-0.00978463267392291-0.012398069417002859j),(-0.00978463267392291+0.012398069417002859j),(-0.0746407583953808-0.0029001050567251684j),(-0.0746407583953808+0.0029001050567251684j),(0.04099465626354091+0j),(-0.073980057798785+0j),(0.06485683177824784+0j)
310,(-2.818061426619081e-09+0j),(8.57545326151565e-09+0j),(-0.00037855946321928535+0j),(0.047759106103126066+0.0023768826081206423j),(0.047759106103126066-0.0023768826081206423j),(-0.05141068059526485-0.0016678502760444887j),(-0.05141068059526485+0.0016678502760444887j),(0.051929009385721744+0j),(-0.04083404700638257+0j),(-0.0460128494420383+0j)
311,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
312,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
313,(-2.8180615477167426e-09+0j),(8.575453352640515e-09+0j),(-0.00037855946321938586+0j),(0.047759106103126094+0.002376882608120613j),(0.047759106103126094-0.002376882608120613j),(-0.051410680595264706-0.001667850276044473j),(-0.051410680595264706+0.001667850276044473j),(0.051929009385721585+0j),(-0.040834047006382504+0j),(-0.046012849442038206+0j)
314,(-0.07278712347950723+0j),(0.064326391100871+0j),(0.015302132939628552+0j),(0.024731719959265406+0.0065432621244253635j),(0.024731719959265406-0.0065432621244253635j),(0.013356534196899483-0.008701450881444792j),(0.013356534196899483+0.008701450881444792j),(-0.007504953691626964+0j),(0.01825249947294873+0j),(-0.015184002279671038+0j)
315,(-0.0727871234795072+0j),(0.06432639110087092+0j),(0.015302132939628546+0j),(0.024731719959265423+0.006543262124425392j),(0.024731719959265423-0.006543262124425392j),(0.01335653419689951-0.008701450881444785j),(0.01335653419689951+0.008701450881444785j),(-0.007504953691626983+0j),(0.01825249947294876+0j),(-0.015184002279671073+0j)
316,(0.03418980789738044+0j),(-0.02970113129253736+0j),(0.012751283538321754+0j),(0.012598857956806788-0.0012501773256589667j),(0.012598857956806788+0.0012501773256589667j),(0.021114483755891502+5.088518881808973e-05j),(0.021114483755891502-5.088518881808973e-05j),(0.0017522773310554049+0j),(0.02445274478267137+0j),(-0.03109496003393988+0j)
317,(0.03418980789738035+0j),(-0.0297011312925373+0j),(0.012751283538321665+0j),(0.012598857956806804-0.0012501773256589081j),(0.012598857956806804+0.0012501773256589081j),(0.021114483755891363+5.0885188818111684e-05j),(0.021114483755891363-5.0885188818111684e-05j),(0.001752277331055522+0j),(0.024452744782671218+0j),(-0.0310949600339399+0j)
318,(-7.170350852138882e-11+0j),(2.27973011764213e-10+0j),(-1.0347960441392322e-05+0j),(-0.016703394584283243-0.0018352019798405894j),(-0.016703394584283243+0.0018352019798405894j),(0.0547280543724901+0.014082327800156521j),(0.0547280543724901-0.014082327800156521j),(-0.10557318589959329+0j),(0.05241090928596485+0j),(0.04809544142818429+0j)
319,(-7.170341997954445e-11+0j),(2.2797297561299606e-10+0j),(-1.034796044138341e-05+0j),(-0.016703394584283326-0.0018352019798406317j),(-0.016703394584283326+0.0018352019798406317j),(0.05472805437249004+0.01408232780015657j),(0.05472805437249004-0.01408232780015657j),(-0.10557318589959337+0j),(0.052410909285964785+0j),(0.04809544142818425+0j)
320,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
321,(0.03779789708476803+0j),(-0.03310604982029067+0j),(0.10208951698627433+0j),(-0.004252165815219695-0.034431020285214206j),(-0.004252165815219695+0.034431020285214206j),(-0.07247182331161033-0.015419421462419496j),(-0.07247182331161033+0.015419421462419496j),(0.06358687421045166+0j),(-0.0872945768729196+0j),(0.02733523445373755+0j)
322,(0.03779789708476824+0j),(-0.033106049820290855+0j),(0.10208951698627443+0j),(-0.004252165815219738-0.03443102028521417j),(-0.004252165815219738+0.03443102028521417j),(-0.07247182331161031-0.01541942146241951j),(-0.07247182331161031+0.01541942146241951j),(0.06358687421045164+0j),(-0.08729457687291951+0j),(0.027335234453737554+0j)
323,(0.03779789708476791+0j),(-0.03310604982029049+0j),(0.10208951698627435+0j),(-0.004252165815219764-0.03443102028521425j),(-0.004252165815219764+0.03443102028521425j),(-0.07247182331161033-0.015419421462419538j),(-0.07247182331161033+0.015419421462419538j),(0.06358687421045163+0j),(-0.08729457687291955+0j),(0.027335234453737523+0j)
324,(8.074745103398404e-05+0j),(-8.045857628922509e-05+0j),(-0.0041741619508445+0j),(0.03834941533077819-0.030895126494394732j),(0.03834941533077819+0.030895126494394732j),(0.08889850734090997+0.012858389738008544j),(0.08889850734090997-0.012858389738008544j),(-0.02113956321014106+0j),(0.04107184571022817+0j),(0.005335769389949249+0j)
325,(0.019973235229798304+0j),(-0.01725216742991194+0j),(0.008123442632956944+0j),(-0.013659570205160173+0.006972068710460331j),(-0.013659570205160173-0.006972068710460331j),(-0.008833766092721665+0.006133645324478827j),(-0.008833766092721665-0.006133645324478827j),(-0.004196160420668906+0j),(-0.014382258037325757+0j),(0.01414113309716525+0j)
326,(0.01997323522979934+0j),(-0.017252167429912917+0j),(0.008123442632956711+0j),(-0.01365957020515998+0.0069720687104602745j),(-0.01365957020515998-0.0069720687104602745j),(-0.008833766092721464+0.006133645324478818j),(-0.008833766092721464-0.006133645324478818j),(-0.004196160420668834+0j),(-0.014382258037325703+0j),(0.014141133097165304+0j)
327,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
328,(0.019973235229793277+0j),(-0.017252167429906783+0j),(0.008123442632958298+0j),(-0.013659570205158657+0.006972068710459973j),(-0.013659570205158657-0.006972068710459973j),(-0.008833766092721245+0.006133645324478244j),(-0.008833766092721245-0.006133645324478244j),(-0.0041961604206700275+0j),(-0.014382258037325785+0j),(0.014141133097165947+0j)
329,(-1.189728725181969e-13+0j),(3.1993001462916455e-12+0j),(-1.4390584821541006e-06+0j),(-0.005317042474291931+0.004675450212340567j),(-0.005317042474291931-0.004675450212340567j),(-0.0021388998262834194-0.012997119017315003j),(-0.0021388998262834194+0.012997119017315003j),(-0.013919421223613209+0j),(0.0035284585754287016+0j),(0.016299205450559337+0j)
330,(0.034189807897383115+0j),(-0.02970113129254161+0j),(0.012751283538321173+0j),(0.012598857956807161-0.001250177325658741j),(0.012598857956807161+0.001250177325658741j),(0.021114483755891037+5.088518881863777e-05j),(0.021114483755891037-5.088518881863777e-05j),(0.0017522773310557108+0j),(0.02445274478266996+0j),(-0.03109496003393906+0j)
331,(0.034189807897383004+0j),(-0.0297011312925415+0j),(0.01275128353832125+0j),(0.012598857956807173-0.0012501773256587496j),(0.012598857956807173+0.0012501773256587496j),(0.02111448375589103+5.088518881863e-05j),(0.02111448375589103-5.088518881863e-05j),(0.0017522773310557221+0j),(0.024452744782669924+0j),(-0.031094960033939013+0j)
332,(-0.007755446048816964+0j),(0.00706712032153624+0j),(0.02985238232596206+0j),(-0.009784632673922954-0.012398069417002822j),(-0.009784632673922954+0.012398069417002822j),(-0.07464075839538084-0.0029001050567251667j),(-0.07464075839538084+0.0029001050567251667j),(0.0409946562635409+0j),(-0.073980057798785+0j),(0.0648568317782478+0j)
333,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
334,(0.03418980789738607+0j),(-0.029701131292545254+0j),(0.012751283538319953+0j),(0.012598857956807655-0.0012501773256587475j),(0.012598857956807655+0.0012501773256587475j),(0.02111448375589019+5.0885188819240474e-05j),(0.02111448375589019-5.0885188819240474e-05j),(0.0017522773310557863+0j),(0.024452744782668345+0j),(-0.031094960033938218+0j)
335,(0.03418980789738604+0j),(-0.029701131292545226+0j),(0.012751283538320035+0j),(0.012598857956807671-0.0012501773256587464j),(0.012598857956807671+0.0012501773256587464j),(0.021114483755890204+5.0885188819217164e-05j),(0.021114483755890204-5.0885188819217164e-05j),(0.0017522773310558813+0j),(0.02445274478266833+0j),(-0.03109496003393809+0j)
336,(0.03418980789738604+0j),(-0.02970113129254527+0j),(0.012751283538320052+0j),(0.012598857956807666-0.0012501773256587542j),(0.012598857956807666+0.0012501773256587542j),(0.021114483755890184+5.088518881919298e-05j),(0.021114483755890184-5.088518881919298e-05j),(0.0017522773310558672+0j),(0.024452744782668345+0j),(-0.031094960033938145+0j)
337,(0.034189807897386106+0j),(-0.02970113129254523+0j),(0.012751283538320007+0j),(0.012598857956807635-0.0012501773256587117j),(0.012598857956807635+0.0012501773256587117j),(0.02111448375589015+5.08851888192262e-05j),(0.02111448375589015-5.08851888192262e-05j),(0.0017522773310558251+0j),(0.02445274478266834+0j),(-0.03109496003393819+0j)
338,(0.034189807897386106+0j),(-0.029701131292545237+0j),(0.012751283538320073+0j),(0.012598857956807647-0.0012501773256587516j),(0.012598857956807647+0.0012501773256587516j),(0.021114483755890177+5.088518881921672e-05j),(0.021114483755890177-5.088518881921672e-05j),(0.0017522773310559017+0j),(0.02445274478266832+0j),(-0.03109496003393812+0j)
339,(4.7531429779942845e-12+0j),(-1.974315409680698e-11+0j),(2.1063432945493493e-06+0j),(-0.0031108137161187364-0.004245250817299768j),(-0.0031108137161187364+0.004245250817299768j),(0.012526395114664659+0.013259959710928977j),(0.012526395114664659-0.013259959710928977j),(-0.02637906817876345+0j),(0.010221300497238918+0j),(0.000199064182322699+0j)
340,(4.753142977994333e-12+0j),(-1.9743154096806814e-11+0j),(2.1063432945493714e-06+0j),(-0.00311081371611874-0.004245250817299749j),(-0.00311081371611874+0.004245250817299749j),(0.012526395114664593+0.013259959710928939j),(0.012526395114664593-0.013259959710928939j),(-0.02637906817876339+0j),(0.010221300497238874+0j),(0.0001990641823226203+0j)
341,(-5.29273295306271e-12+0j),(2.233757379005217e-11+0j),(-2.297453890650227e-06+0j),(-0.01398384876876656-0.00880692239393885j),(-0.01398384876876656+0.00880692239393885j),(0.050975250738781085+0.01518586926772097j),(0.050975250738781085-0.01518586926772097j),(-0.05527325536236323+0j),(0.03436929964735176+0j),(0.024680678690268226+0j)
342,(-5.2927329530627205e-12+0j),(2.233757379005227e-11+0j),(-2.2974538906502196e-06+0j),(-0.013983848768766561-0.008806922393938854j),(-0.013983848768766561+0.008806922393938854j),(0.050975250738781154+0.015185869267721j),(0.050975250738781154-0.015185869267721j),(-0.05527325536236337+0j),(0.034369299647351845+0j),(0.024680678690268295+0j)
343,(0.019973235229799532+0j),(-0.017252167429913128+0j),(0.008123442632956787+0j),(-0.013659570205159849+0.006972068710460278j),(-0.013659570205159849-0.006972068710460278j),(-0.00883376609272148+0.006133645324478812j),(-0.00883376609272148-0.006133645324478812j),(-0.004196160420668688+0j),(-0.014382258037325749+0j),(0.01414113309716536+0j)
344,(-5.922133483566791e-13+0j),(2.5952724460466994e-12+0j),(-3.1454823962204923e-07+0j),(0.0013626996590828477-0.0030230645164845255j),(0.0013626996590828477+0.0030230645164845255j),(-0.009799518033098443+0.006277960084315734j),(-0.009799518033098443-0.006277960084315734j),(0.0025147513773252916+0j),(-0.008429679913050468+0j),(-0.0478795090024199+0j)
345,(-5.922133483566327e-13+0j),(2.5952724460465213e-12+0j),(-3.1454823962203615e-07+0j),(0.001362699659082845-0.003023064516484499j),(0.001362699659082845+0.003023064516484499j),(-0.009799518033098463+0.006277960084315703j),(-0.009799518033098463-0.006277960084315703j),(0.002514751377325351+0j),(-0.008429679913050485+0j),(-0.04787950900241987+0j)
346,(0.034189807897380395+0j),(-0.029701131292537222+0j),(0.01275128353832182+0j),(0.012598857956806752-0.0012501773256589895j),(0.012598857956806752+0.0012501773256589895j),(0.021114483755891453+5.0885188818029705e-05j),(0.021114483755891453-5.0885188818029705e-05j),(0.0017522773310554285+0j),(0.024452744782671423+0j),(-0.031094960033939956+0j)
347,(0.03418980789738076+0j),(-0.029701131292537576+0j),(0.012751283538321792+0j),(0.012598857956806842-0.0012501773256589966j),(0.012598857956806842+0.0012501773256589966j),(0.021114483755891523+5.088518881808974e-05j),(0.021114483755891523-5.088518881808974e-05j),(0.0017522773310554036+0j),(0.02445274478267138+0j),(-0.031094960033939897+0j)
348,(-2.1915714526487768e-08+0j),(7.298013044480367e-08+0j),(-0.00292795755521713+0j),(0.025650860349300496+0.019693937594995437j),(0.025650860349300496-0.019693937594995437j),(0.08026840245801714+0.04293397391239175j),(0.08026840245801714-0.04293397391239175j),(-0.07962355264673+0j),(0.03601223556601598+0j),(0.027814689333726002+0j)
349,(-0.00775544604881691+0j),(0.007067120321536102+0j),(0.029852382325962063+0j),(-0.009784632673922851-0.012398069417002725j),(-0.009784632673922851+0.012398069417002725j),(-0.07464075839538087-0.002900105056725112j),(-0.07464075839538087+0.002900105056725112j),(0.04099465626354092+0j),(-0.073980057798785+0j),(0.06485683177824772+0j)
350,(0.01997323522979793+0j),(-0.01725216742991131+0j),(0.008123442632956689+0j),(-0.01365957020516004+0.006972068710459975j),(-0.01365957020516004-0.006972068710459975j),(-0.008833766092721579+0.006133645324478722j),(-0.008833766092721579-0.006133645324478722j),(-0.004196160420669311+0j),(-0.014382258037325806+0j),(0.01414113309716521+0j)
351,(0.019973235229797652+0j),(-0.017252167429911067+0j),(0.008123442632956512+0j),(-0.01365957020516+0.0069720687104600845j),(-0.01365957020516-0.0069720687104600845j),(-0.008833766092721426+0.006133645324478724j),(-0.008833766092721426-0.006133645324478724j),(-0.00419616042066938+0j),(-0.014382258037325507+0j),(0.014141133097165018+0j)
352,(0.019973235229797486+0j),(-0.017252167429910883+0j),(0.008123442632956477+0j),(-0.013659570205160088+0.006972068710460004j),(-0.013659570205160088-0.006972068710460004j),(-0.008833766092721579+0.006133645324478721j),(-0.008833766092721579-0.006133645324478721j),(-0.004196160420669359+0j),(-0.014382258037325709+0j),(0.01414113309716515+0j)
353,(-0.07278712347950722+0j),(0.06432639110087093+0j),(0.015302132939628569+0j),(0.02473171995926541+0.006543262124425412j),(0.02473171995926541-0.006543262124425412j),(0.013356534196899507-0.00870145088144478j),(0.013356534196899507+0.00870145088144478j),(-0.007504953691627011+0j),(0.018252499472948765+0j),(-0.01518400227967105+0j)
354,(-0.07278712347950732+0j),(0.06432639110087106+0j),(0.015302132939628448+0j),(0.024731719959265448+0.0065432621244252715j),(0.024731719959265448-0.0065432621244252715j),(0.013356534196899507-0.008701450881444793j),(0.013356534196899507+0.008701450881444793j),(-0.007504953691626976+0j),(0.018252499472948665+0j),(-0.015184002279670927+0j)
355,(-0.07278712347950721+0j),(0.06432639110087093+0j),(0.015302132939628515+0j),(0.0247317199592654+0.006543262124425357j),(0.0247317199592654-0.006543262124425357j),(0.01335653419689952-0.008701450881444783j),(0.01335653419689952+0.008701450881444783j),(-0.0075049536916270065+0j),(0.01825249947294878+0j),(-0.015184002279671061+0j)
356,(-0.000729021343290191+0j),(0.000680276258676292+0j),(-0.06127353468401996+0j),(-0.02898889333483777+0.02556484181551566j),(-0.02898889333483777-0.02556484181551566j),(0.010088123203373555-0.020048988321105132j),(0.010088123203373555+0.020048988321105132j),(-0.09110657077814291+0j),(0.0802932089736438+0j),(-0.03790285127046554+0j)
357,(0.020316069733018582+0j),(-0.0917393360879813+0j),(-0.013234043973717613+0j),(0.014921598425708407+0.009944762042363095j),(0.014921598425708407-0.009944762042363095j),(0.011527006317747134+0.005201818832572228j),(0.011527006317747134-0.005201818832572228j),(0.004603435724345032+0j),(0.0032085767374599636+0j),(0.0031874637059718684+0j)
358,(0.019973235229791872+0j),(-0.017252167429905062+0j),(0.008123442632957289+0j),(-0.013659570205160216+0.006972068710460052j),(-0.013659570205160216-0.006972068710460052j),(-0.008833766092722453+0.006133645324478223j),(-0.008833766092722453-0.006133645324478223j),(-0.004196160420669796+0j),(-0.014382258037326017+0j),(0.014141133097165118+0j)
359,(0.019973235229792025+0j),(-0.017252167429905232+0j),(0.008123442632957322+0j),(-0.01365957020516018+0.006972068710460059j),(-0.01365957020516018-0.006972068710460059j),(-0.00883376609272245+0.0061336453244782325j),(-0.00883376609272245-0.0061336453244782325j),(-0.004196160420669757+0j),(-0.014382258037326042+0j),(0.01414113309716515+0j)
360,(0.019973235229791927+0j),(-0.01725216742990516+0j),(0.008123442632957303+0j),(-0.013659570205160123+0.0069720687104600255j),(-0.013659570205160123-0.0069720687104600255j),(-0.00883376609272242+0.0061336453244782005j),(-0.00883376609272242-0.0061336453244782005j),(-0.004196160420669738+0j),(-0.014382258037326004+0j),(0.01414113309716508+0j)
361,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
362,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
363,(-1.1888730107815369e-13+0j),(3.199153095675605e-12+0j),(-1.4390584819776998e-06+0j),(-0.0053170424742919045+0.004675450212340566j),(-0.0053170424742919045-0.004675450212340566j),(-0.002138899826283555-0.012997119017314889j),(-0.002138899826283555+0.012997119017314889j),(-0.01391942122361305+0j),(0.003528458575428392+0j),(0.016299205450559386+0j)
364,(0.01997323522980168+0j),(-0.017252167429915363+0j),(0.008123442632957662+0j),(-0.013659570205159238+0.006972068710459464j),(-0.013659570205159238-0.006972068710459464j),(-0.00883376609272115+0.006133645324478904j),(-0.00883376609272115-0.006133645324478904j),(-0.004196160420668664+0j),(-0.014382258037326597+0j),(0.014141133097166086+0j)
365,(0.16333511698541886+0j),(-0.14157031404666956+0j),(-0.048935264139549954+0j),(-0.049264081505910044+0.05390542496269998j),(-0.049264081505910044-0.05390542496269998j),(-0.07716111122670077+0.0190722583817541j),(-0.07716111122670077-0.0190722583817541j),(-0.028449736707335502+0j),(-0.019279676516533843+0j),(-0.1175012798942816+0j)
366,(0.16333511698541894+0j),(-0.14157031404666953+0j),(-0.04893526413954999+0j),(-0.04926408150590993+0.05390542496269997j),(-0.04926408150590993-0.05390542496269997j),(-0.07716111122670077+0.019072258381754133j),(-0.07716111122670077-0.019072258381754133j),(-0.028449736707335457+0j),(-0.01927967651653383+0j),(-0.1175012798942819+0j)
367,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
368,(0.034189807897380284+0j),(-0.02970113129253772+0j),(0.012751283538321808+0j),(0.012598857956806882-0.0012501773256585167j),(0.012598857956806882+0.0012501773256585167j),(0.02111448375589126+5.088518881832274e-05j),(0.02111448375589126-5.088518881832274e-05j),(0.0017522773310556766+0j),(0.024452744782670982+0j),(-0.031094960033939974+0j)
369,(3.121025594365013e-13+0j),(-1.2583475701914583e-12+0j),(1.2296347095325916e-07+0j),(-0.00018120489017598053+4.226354236454429e-05j),(-0.00018120489017598053-4.226354236454429e-05j),(0.0011916433725449932+0.0006413589343976428j),(0.0011916433725449932-0.0006413589343976428j),(-0.005447760730605119+0j),(0.00221091070868937+0j),(-0.0584165688421723+0j)
370,(3.121025594365006e-13+0j),(-1.2583475701913897e-12+0j),(1.2296347095325869e-07+0j),(-0.00018120489017596844+4.2263542364561376e-05j),(-0.00018120489017596844-4.2263542364561376e-05j),(0.0011916433725449348+0.0006413589343976104j),(0.0011916433725449348-0.0006413589343976104j),(-0.005447760730605074+0j),(0.0022109107086893376+0j),(-0.05841656884217231+0j)
371,(0.020316069733019627+0j),(-0.09173933608798317+0j),(-0.013234043973717698+0j),(0.014921598425708962+0.009944762042363229j),(0.014921598425708962-0.009944762042363229j),(0.01152700631774757+0.005201818832572385j),(0.01152700631774757-0.005201818832572385j),(0.004603435724345268+0j),(0.0032085767374600126+0j),(0.003187463705972032+0j)
372,(0.020316069733019783+0j),(-0.0917393360879833+0j),(-0.013234043973717673+0j),(0.014921598425709006+0.00994476204236326j),(0.014921598425709006-0.00994476204236326j),(0.011527006317747618+0.005201818832572418j),(0.011527006317747618-0.005201818832572418j),(0.004603435724345267+0j),(0.003208576737460039+0j),(0.003187463705972+0j)
373,(0.020316069733020057+0j),(-0.09173933608798333+0j),(-0.013234043973717633+0j),(0.014921598425708926+0.009944762042363197j),(0.014921598425708926-0.009944762042363197j),(0.01152700631774755+0.005201818832572404j),(0.01152700631774755-0.005201818832572404j),(0.004603435724345256+0j),(0.003208576737459968+0j),(0.003187463705972066+0j)
374,(4.029506475957124e-13+0j),(-1.6658395487927443e-12+0j),(1.7681331169285424e-07+0j),(-0.00024226087046792571-0.00048348350027025935j),(-0.00024226087046792571+0.00048348350027025935j),(0.001369697483903065+0.00468040660936645j),(0.001369697483903065-0.00468040660936645j),(-0.02246430397797969+0j),(0.0058971575236914315+0j),(-0.0076239855467224995+0j)
375,(4.0295064759570987e-13+0j),(-1.6658395487927522e-12+0j),(1.7681331169285162e-07+0j),(-0.00024226087046794453-0.00048348350027025794j),(-0.00024226087046794453+0.00048348350027025794j),(0.001369697483903113+0.004680406609366444j),(0.001369697483903113-0.004680406609366444j),(-0.02246430397797975+0j),(0.005897157523691469+0j),(-0.007623985546722447+0j)
376,(5.165536590671993e-13+0j),(-2.0997920650088726e-12+0j),(2.1911873392788648e-07+0j),(-0.001629115278493464+0.0006528044658145542j),(-0.001629115278493464-0.0006528044658145542j),(0.00934297599901427+0.0005687158283554295j),(0.00934297599901427-0.0005687158283554295j),(-0.021104884925623194+0j),(0.01139349349783973+0j),(0.01972073123214559+0j)
377,(5.165536590671998e-13+0j),(-2.0997920650087773e-12+0j),(2.1911873392788677e-07+0j),(-0.0016291152784934637+0.0006528044658145532j),(-0.0016291152784934637-0.0006528044658145532j),(0.009342975999014277+0.0005687158283554477j),(0.009342975999014277-0.0005687158283554477j),(-0.021104884925623256+0j),(0.011393493497839748+0j),(0.01972073123214559+0j)
378,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
379,(0.03418980789737965+0j),(-0.029701131292537285+0j),(0.012751283538321672+0j),(0.012598857956807008-0.001250177325658689j),(0.012598857956807008+0.001250177325658689j),(0.021114483755891335+5.0885188818188086e-05j),(0.021114483755891335-5.0885188818188086e-05j),(0.0017522773310556928+0j),(0.02445274478267108+0j),(-0.031094960033939873+0j)
380,(3.0218489906123526e-13+0j),(-1.167951510345567e-12+0j),(8.86937072789189e-08+0j),(0.000948446632708401-0.0007107495936112487j),(0.000948446632708401+0.0007107495936112487j),(-0.005712179917769472+0.0024476153768243267j),(-0.005712179917769472-0.0024476153768243267j),(0.0005540581946341489+0j),(-0.004136580120897108+0j),(-0.020072648518778522+0j)
381,(3.0218489906124223e-13+0j),(-1.1679515103456066e-12+0j),(8.869370727891899e-08+0j),(0.0009484466327084002-0.0007107495936112492j),(0.0009484466327084002+0.0007107495936112492j),(-0.005712179917769467+0.0024476153768243276j),(-0.005712179917769467-0.0024476153768243276j),(0.0005540581946341342+0j),(-0.004136580120897102+0j),(-0.020072648518778522+0j)
382,(0.01997323522979511+0j),(-0.017252167429908385+0j),(0.008123442632957202+0j),(-0.013659570205160317+0.0069720687104604115j),(-0.013659570205160317-0.0069720687104604115j),(-0.008833766092721634+0.006133645324478723j),(-0.008833766092721634-0.006133645324478723j),(-0.00419616042066933+0j),(-0.014382258037325327+0j),(0.014141133097164655+0j)
383,(0.034189807897380096+0j),(-0.0297011312925378+0j),(0.01275128353832244+0j),(0.012598857956807586-0.0012501773256583038j),(0.012598857956807586+0.0012501773256583038j),(0.021114483755892453+5.0885188818350466e-05j),(0.021114483755892453-5.0885188818350466e-05j),(0.0017522773310561068+0j),(0.024452744782672318+0j),(-0.031094960033941195+0j)
384,(-0.03090616882449383+0j),(0.02700640988458055+0j),(0.02310598780535057+0j),(-0.021318113732060478+0.04173663108227002j),(-0.021318113732060478-0.04173663108227002j),(-0.006362452071947504+0.03820281768339981j),(-0.006362452071947504-0.03820281768339981j),(0.03915533629695213+0j),(-0.017722777767671356+0j),(-0.007524177868721887+0j)
