,0,1,2,3,4,5,6,7,8,9
107,(0.03779789708476505+0j),(-0.03310604982028777+0j),(0.10208951698627217+0j),(-0.004252165815219687-0.03443102028521344j),(-0.004252165815219687+0.03443102028521344j),(-0.07247182331160928-0.01541942146241941j),(-0.07247182331160928+0.01541942146241941j),(0.06358687421045014+0j),(-0.08729457687291763+0j),(0.027335234453736208+0j)
108,(0.0009313491926775632+0j),(-0.0008120302110895619+0j),(-0.0399556835129711+0j),(-0.10307059054027068-0.041288066865684966j),(-0.10307059054027068+0.041288066865684966j),(-0.08877847139722338-0.06408738231102427j),(-0.08877847139722338+0.06408738231102427j),(-0.1290776306608261+0j),(-0.05767313003824224+0j),(0.08926595445951303+0j)
109,(0.0009313491926771768+0j),(-0.0008120302110891334+0j),(-0.039955683512971345+0j),(-0.10307059054027072-0.041288066865685015j),(-0.10307059054027072+0.041288066865685015j),(-0.08877847139722335-0.06408738231102427j),(-0.08877847139722335+0.06408738231102427j),(-0.1290776306608261+0j),(-0.05767313003824213+0j),(0.08926595445951285+0j)
110,(-0.007755446048816987+0j),(0.007067120321536298+0j),(0.02985238232596215+0j),(-0.009784632673922856-0.012398069417002779j),(-0.009784632673922856+0.012398069417002779j),(-0.07464075839538087-0.0029001050567251992j),(-0.07464075839538087+0.0029001050567251992j),(0.04099465626354098+0j),(-0.07398005779878497+0j),(0.06485683177824784+0j)
111,(-0.0077554460488169445+0j),(0.007067120321536207+0j),(0.029852382325961966+0j),(-0.00978463267392288-0.012398069417002808j),(-0.00978463267392288+0.012398069417002808j),(-0.07464075839538077-0.0029001050567251598j),(-0.07464075839538077+0.0029001050567251598j),(0.0409946562635409+0j),(-0.07398005779878492+0j),(0.06485683177824775+0j)
112,(0.030875281560461675+0j),(-0.0264904479511513+0j),(0.008011504329992597+0j),(0.014605522317854147-0.014354380513561183j),(0.014605522317854147+0.014354380513561183j),(-0.009398021193550703-0.010464953252045675j),(-0.009398021193550703+0.010464953252045675j),(0.039325922077414935+0j),(-0.0018962095807124953+0j),(-0.005793223832505306+0j)
113,(0.030875281560461893+0j),(-0.02649044795115143+0j),(0.008011504329992735+0j),(0.014605522317854122-0.014354380513561204j),(0.014605522317854122+0.014354380513561204j),(-0.009398021193550774-0.010464953252045684j),(-0.009398021193550774+0.010464953252045684j),(0.039325922077415046+0j),(-0.001896209580712599+0j),(-0.005793223832505215+0j)
114,(0.030875281560461883+0j),(-0.026490447951151477+0j),(0.008011504329992567+0j),(0.014605522317854136-0.014354380513561197j),(0.014605522317854136+0.014354380513561197j),(-0.009398021193550713-0.010464953252045639j),(-0.009398021193550713+0.010464953252045639j),(0.03932592207741489+0j),(-0.0018962095807125404+0j),(-0.005793223832505311+0j)
115,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
116,(0.01997323522980574+0j),(-0.01725216742991971+0j),(0.008123442632957677+0j),(-0.013659570205158797+0.0069720687104593585j),(-0.013659570205158797-0.0069720687104593585j),(-0.008833766092720657+0.006133645324479156j),(-0.008833766092720657-0.006133645324479156j),(-0.004196160420668749+0j),(-0.014382258037326763+0j),(0.01414113309716646+0j)
117,(0.019973235229805507+0j),(-0.01725216742991949+0j),(0.008123442632957707+0j),(-0.013659570205158782+0.006972068710459351j),(-0.013659570205158782-0.006972068710459351j),(-0.00883376609272073+0.006133645324479113j),(-0.00883376609272073-0.006133645324479113j),(-0.004196160420668598+0j),(-0.01438225803732683+0j),(0.014141133097166395+0j)
118,(0.019973235229805236+0j),(-0.01725216742991921+0j),(0.008123442632957617+0j),(-0.013659570205158823+0.006972068710459399j),(-0.013659570205158823-0.006972068710459399j),(-0.008833766092720805+0.006133645324479116j),(-0.008833766092720805-0.006133645324479116j),(-0.004196160420668671+0j),(-0.014382258037326814+0j),(0.014141133097166395+0j)
119,(0.034189807897385974+0j),(-0.02970113129254512+0j),(0.012751283538320118+0j),(0.012598857956807673-0.0012501773256587013j),(0.012598857956807673+0.0012501773256587013j),(0.021114483755890284+5.088518881927893e-05j),(0.021114483755890284-5.088518881927893e-05j),(0.0017522773310558628+0j),(0.024452744782668377+0j),(-0.031094960033938135+0j)
120,(0.03418980789738591+0j),(-0.029701131292545046+0j),(0.012751283538319873+0j),(0.012598857956807638-0.001250177325658661j),(0.012598857956807638+0.001250177325658661j),(0.021114483755890465+5.088518881926304e-05j),(0.021114483755890465-5.088518881926304e-05j),(0.0017522773310555656+0j),(0.024452744782668682+0j),(-0.031094960033938145+0j)
121,(0.0341898078973805+0j),(-0.02970113129253797+0j),(0.012751283538321745+0j),(0.012598857956806993-0.001250177325658561j),(0.012598857956806993+0.001250177325658561j),(0.021114483755891277+5.088518881834303e-05j),(0.021114483755891277-5.088518881834303e-05j),(0.0017522773310556842+0j),(0.024452744782670895+0j),(-0.0310949600339399+0j)
122,(0.03418980789738045+0j),(-0.029701131292537625+0j),(0.012751283538321568+0j),(0.012598857956806868-0.0012501773256588175j),(0.012598857956806868+0.0012501773256588175j),(0.02111448375589139+5.0885188818187246e-05j),(0.02111448375589139-5.0885188818187246e-05j),(0.0017522773310554964+0j),(0.024452744782671166+0j),(-0.031094960033939828+0j)
123,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
124,(0.019973235229795137+0j),(-0.017252167429908163+0j),(0.008123442632958017+0j),(-0.01365957020516009+0.006972068710460309j),(-0.01365957020516009-0.006972068710460309j),(-0.008833766092721573+0.006133645324478663j),(-0.008833766092721573-0.006133645324478663j),(-0.004196160420669209+0j),(-0.01438225803732547+0j),(0.014141133097164908+0j)
125,(0.019973235229795053+0j),(-0.017252167429908052+0j),(0.008123442632958095+0j),(-0.013659570205160084+0.00697206871046025j),(-0.013659570205160084-0.00697206871046025j),(-0.00883376609272165+0.006133645324478651j),(-0.00883376609272165-0.006133645324478651j),(-0.004196160420669118+0j),(-0.014382258037325606+0j),(0.014141133097164998+0j)
126,(0.019973235229794755+0j),(-0.01725216742990773+0j),(0.00812344263295802+0j),(-0.013659570205160072+0.006972068710460313j),(-0.013659570205160072-0.006972068710460313j),(-0.008833766092721589+0.006133645324478633j),(-0.008833766092721589-0.006133645324478633j),(-0.0041961604206691245+0j),(-0.014382258037325454+0j),(0.014141133097164856+0j)
127,(0.019973235229795185+0j),(-0.017252167429908326+0j),(0.008123442632957676+0j),(-0.01365957020516017+0.00697206871046034j),(-0.01365957020516017-0.00697206871046034j),(-0.008833766092721596+0.006133645324478679j),(-0.008833766092721596-0.006133645324478679j),(-0.004196160420669206+0j),(-0.014382258037325426+0j),(0.014141133097164794+0j)
128,(-0.009064035119605119+0j),(0.008307701153966235+0j),(-0.06254101433490256+0j),(0.02157242994405579+0.035803262368590806j),(0.02157242994405579-0.035803262368590806j),(0.04887477018096547+0.022846456304588394j),(0.04887477018096547-0.022846456304588394j),(-0.05144124389592593+0j),(0.11301248618191789+0j),(-0.2015581437019394+0j)
129,(-0.009064035119605234+0j),(0.008307701153966323+0j),(-0.06254101433490258+0j),(0.021572429944055668+0.035803262368590896j),(0.021572429944055668-0.035803262368590896j),(0.0488747701809656+0.022846456304588317j),(0.0488747701809656-0.022846456304588317j),(-0.05144124389592607+0j),(0.11301248618191825+0j),(-0.20155814370193958+0j)
130,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
131,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
132,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
133,(0.01997323522979556+0j),(-0.017252167429909124+0j),(0.008123442632956435+0j),(-0.013659570205160381+0.006972068710460404j),(-0.013659570205160381-0.006972068710460404j),(-0.00883376609272161+0.006133645324478836j),(-0.00883376609272161-0.006133645324478836j),(-0.004196160420669452+0j),(-0.014382258037325332+0j),(0.014141133097164707+0j)
134,(0.019973235229795494+0j),(-0.017252167429909007+0j),(0.008123442632956581+0j),(-0.013659570205160433+0.006972068710460381j),(-0.013659570205160433-0.006972068710460381j),(-0.008833766092721736+0.006133645324478788j),(-0.008833766092721736-0.006133645324478788j),(-0.004196160420669374+0j),(-0.014382258037325445+0j),(0.014141133097164794+0j)
135,(0.019973235229795536+0j),(-0.017252167429909183+0j),(0.008123442632956447+0j),(-0.01365957020516036+0.006972068710460437j),(-0.01365957020516036-0.006972068710460437j),(-0.008833766092721601+0.006133645324478806j),(-0.008833766092721601-0.006133645324478806j),(-0.004196160420669494+0j),(-0.014382258037325221+0j),(0.014141133097164615+0j)
136,(0.019973235229795504+0j),(-0.01725216742990912+0j),(0.008123442632956347+0j),(-0.013659570205160365+0.00697206871046041j),(-0.013659570205160365-0.00697206871046041j),(-0.008833766092721566+0.0061336453244788276j),(-0.008833766092721566-0.0061336453244788276j),(-0.0041961604206695305+0j),(-0.014382258037325284+0j),(0.01414113309716471+0j)
137,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
138,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
139,(-0.0007290213432899081+0j),(0.0006802762586758589+0j),(-0.06127353468402015+0j),(-0.028988893334837642+0.025564841815515583j),(-0.028988893334837642-0.025564841815515583j),(0.010088123203373708-0.020048988321105108j),(0.010088123203373708+0.020048988321105108j),(-0.09110657077814294+0j),(0.08029320897364386+0j),(-0.037902851270465485+0j)
140,(-0.0007290213432898847+0j),(0.0006802762586758031+0j),(-0.061273534684020046+0j),(-0.02898889333483767+0.025564841815515674j),(-0.02898889333483767-0.025564841815515674j),(0.010088123203373723-0.02004898832110511j),(0.010088123203373723+0.02004898832110511j),(-0.09110657077814294+0j),(0.08029320897364392+0j),(-0.037902851270465596+0j)
141,(0.004792614930153236+0j),(-0.004332185791666662+0j),(-0.1301223227023131+0j),(0.07539602332897226-0.07202100758075289j),(0.07539602332897226+0.07202100758075289j),(0.11629945916650788+0.008933385936570752j),(0.11629945916650788-0.008933385936570752j),(-0.02059957359721532+0j),(0.008571544247228958+0j),(0.0646377933867133+0j)
142,(0.004792614930153471+0j),(-0.004332185791666799+0j),(-0.1301223227023131+0j),(0.07539602332897213-0.07202100758075294j),(0.07539602332897213+0.07202100758075294j),(0.11629945916650787+0.008933385936570946j),(0.11629945916650787-0.008933385936570946j),(-0.0205995735972154+0j),(0.008571544247228825+0j),(0.06463779338671338+0j)
143,(0.0042645437066903815+0j),(-0.0038280484168602335+0j),(0.15429228148245855+0j),(0.02130973401585582+0.08808593721153134j),(0.02130973401585582-0.08808593721153134j),(-0.07678137258990554-0.004247253504695628j),(-0.07678137258990554+0.004247253504695628j),(0.07925053896847058+0j),(-0.018814344780442038+0j),(-0.025787415739644274+0j)
144,(0.02031606973301809+0j),(-0.09173933608798263+0j),(-0.013234043973717757+0j),(0.014921598425708877+0.009944762042363397j),(0.014921598425708877-0.009944762042363397j),(0.011527006317747482+0.005201818832572415j),(0.011527006317747482-0.005201818832572415j),(0.004603435724345492+0j),(0.0032085767374599892+0j),(0.0031874637059718124+0j)
145,(0.004264543706690205+0j),(-0.0038280484168600982+0j),(0.1542922814824585+0j),(0.0213097340158558+0.08808593721153125j),(0.0213097340158558-0.08808593721153125j),(-0.07678137258990562-0.004247253504695689j),(-0.07678137258990562+0.004247253504695689j),(0.07925053896847058+0j),(-0.018814344780442138+0j),(-0.025787415739644205+0j)
146,(0.034189807897380825+0j),(-0.029701131292538464+0j),(0.012751283538321863+0j),(0.012598857956807-0.0012501773256585512j),(0.012598857956807+0.0012501773256585512j),(0.0211144837558913+5.088518881840392e-05j),(0.0211144837558913-5.088518881840392e-05j),(0.0017522773310556761+0j),(0.024452744782670816+0j),(-0.031094960033939738+0j)
147,(0.009777706881896416+0j),(-0.008968226630135653+0j),(-0.08300985644363472+0j),(-0.032696067616818994-0.01313629136041212j),(-0.032696067616818994+0.01313629136041212j),(0.007246208650736144+0.049211990510595154j),(0.007246208650736144-0.049211990510595154j),(-0.14811175111697275+0j),(-0.008126871078636164+0j),(0.05520191899747218+0j)
148,(0.009777706881896428+0j),(-0.008968226630135656+0j),(-0.08300985644363486+0j),(-0.03269606761681898-0.01313629136041216j),(-0.03269606761681898+0.01313629136041216j),(0.007246208650736156+0.04921199051059515j),(0.007246208650736156-0.04921199051059515j),(-0.14811175111697272+0j),(-0.008126871078636175+0j),(0.05520191899747218+0j)
149,(0.009777706881896364+0j),(-0.008968226630135589+0j),(-0.08300985644363454+0j),(-0.03269606761681902-0.013136291360412219j),(-0.03269606761681902+0.013136291360412219j),(0.007246208650735921+0.04921199051059507j),(0.007246208650735921-0.04921199051059507j),(-0.14811175111697247+0j),(-0.008126871078636395+0j),(0.055201918997472336+0j)
150,(0.009777706881896374+0j),(-0.008968226630135712+0j),(-0.08300985644363458+0j),(-0.03269606761681897-0.013136291360412198j),(-0.03269606761681897+0.013136291360412198j),(0.007246208650735968+0.049211990510595056j),(0.007246208650735968-0.049211990510595056j),(-0.14811175111697242+0j),(-0.0081268710786364+0j),(0.05520191899747232+0j)
151,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
152,(0.003874404791314537+0j),(-0.0037202963546784087+0j),(0.07948252612851504+0j),(0.09012529240796785-0.054819700210927774j),(0.09012529240796785+0.054819700210927774j),(0.12334216284355227-0.009251218476096432j),(0.12334216284355227+0.009251218476096432j),(0.05970809874474533+0j),(0.05514413557966278+0j),(0.0619447098811615+0j)
153,(0.0038744047913144117+0j),(-0.0037202963546782942+0j),(0.07948252612851507+0j),(0.09012529240796792-0.054819700210927746j),(0.09012529240796792+0.054819700210927746j),(0.12334216284355222-0.009251218476096444j),(0.12334216284355222+0.009251218476096444j),(0.05970809874474548+0j),(0.05514413557966274+0j),(0.06194470988116144+0j)
154,(0.0038744047913144793+0j),(-0.003720296354678323+0j),(0.07948252612851507+0j),(0.09012529240796785-0.054819700210927774j),(0.09012529240796785+0.054819700210927774j),(0.12334216284355236-0.009251218476096392j),(0.12334216284355236+0.009251218476096392j),(0.059708098744745336+0j),(0.055144135579662815+0j),(0.06194470988116148+0j)
155,(0.034189807897379985+0j),(-0.029701131292537306+0j),(0.012751283538321806+0j),(0.01259885795680694-0.0012501773256585226j),(0.01259885795680694+0.0012501773256585226j),(0.021114483755891457+5.088518881838326e-05j),(0.021114483755891457-5.088518881838326e-05j),(0.0017522773310555395+0j),(0.024452744782671145+0j),(-0.03109496003394009+0j)
156,(-0.009089353581286088+0j),(0.008360208112684049+0j),(-0.05610917027529471+0j),(-0.04546067994515808-0.011325148456823041j),(-0.04546067994515808+0.011325148456823041j),(0.030368965895877127-0.028356175316193707j),(0.030368965895877127+0.028356175316193707j),(-0.08610796263451348+0j),(0.05541641469733674+0j),(-0.029065581390147307+0j)
157,(-0.009089353581285988+0j),(0.008360208112684031+0j),(-0.05610917027529471+0j),(-0.04546067994515789-0.011325148456823166j),(-0.04546067994515789+0.011325148456823166j),(0.030368965895877096-0.028356175316193753j),(0.030368965895877096+0.028356175316193753j),(-0.08610796263451316+0j),(0.05541641469733666+0j),(-0.029065581390147307+0j)
158,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
159,(0.002443401500357256+0j),(-0.0022064228446150563+0j),(-0.06309759512914513+0j),(-0.010178288723879894+0.0016172735350935925j),(-0.010178288723879894-0.0016172735350935925j),(-0.011814207738227122-0.012959497491673765j),(-0.011814207738227122+0.012959497491673765j),(-0.03973279505666979+0j),(-0.0036045849827779576+0j),(0.04622253114824535+0j)
160,(0.0024434015003572535+0j),(-0.0022064228446150597+0j),(-0.0630975951291451+0j),(-0.01017828872387978+0.0016172735350937566j),(-0.01017828872387978-0.0016172735350937566j),(-0.011814207738226794-0.012959497491673803j),(-0.011814207738226794+0.012959497491673803j),(-0.039732795056670024+0j),(-0.0036045849827774333+0j),(0.04622253114824503+0j)
161,(0.002443401500357318+0j),(-0.0022064228446151126+0j),(-0.06309759512914513+0j),(-0.010178288723879884+0.0016172735350937545j),(-0.010178288723879884-0.0016172735350937545j),(-0.011814207738226803-0.012959497491673716j),(-0.011814207738226803+0.012959497491673716j),(-0.03973279505667004+0j),(-0.00360458498277744+0j),(0.046222531148245+0j)
162,(0.03779789708476483+0j),(-0.033106049820287545+0j),(0.10208951698627212+0j),(-0.004252165815219614-0.03443102028521346j),(-0.004252165815219614+0.03443102028521346j),(-0.07247182331160928-0.015419421462419456j),(-0.07247182331160928+0.015419421462419456j),(0.06358687421045017+0j),(-0.08729457687291761+0j),(0.02733523445373618+0j)
163,(0.03779789708476454+0j),(-0.03310604982028729+0j),(0.10208951698627192+0j),(-0.0042521658152197455-0.034431020285213394j),(-0.0042521658152197455+0.034431020285213394j),(-0.07247182331160928-0.015419421462419435j),(-0.07247182331160928+0.015419421462419435j),(0.06358687421045+0j),(-0.08729457687291753+0j),(0.0273352344537362+0j)
164,(0.020316069733018218+0j),(-0.09173933608798264+0j),(-0.013234043973717701+0j),(0.014921598425708867+0.009944762042363373j),(0.014921598425708867-0.009944762042363373j),(0.011527006317747472+0.005201818832572386j),(0.011527006317747472-0.005201818832572386j),(0.004603435724345491+0j),(0.0032085767374599996+0j),(0.0031874637059718445+0j)
165,(0.020316069733018645+0j),(-0.09173933608798265+0j),(-0.013234043973717628+0j),(0.014921598425708872+0.009944762042363296j),(0.014921598425708872-0.009944762042363296j),(0.011527006317747479+0.00520181883257239j),(0.011527006317747479-0.00520181883257239j),(0.004603435724345456+0j),(0.0032085767374599884+0j),(0.0031874637059718662+0j)
166,(0.019973235229795706+0j),(-0.017252167429909114+0j),(0.008123442632956475+0j),(-0.013659570205160447+0.006972068710460401j),(-0.013659570205160447-0.006972068710460401j),(-0.008833766092721726+0.0061336453244787955j),(-0.008833766092721726-0.0061336453244787955j),(-0.0041961604206694385+0j),(-0.014382258037325362+0j),(0.01414113309716462+0j)
167,(0.01997323522979606+0j),(-0.017252167429909513+0j),(0.008123442632956676+0j),(-0.013659570205160348+0.006972068710460385j),(-0.013659570205160348-0.006972068710460385j),(-0.008833766092721684+0.006133645324478777j),(-0.008833766092721684-0.006133645324478777j),(-0.00419616042066936+0j),(-0.014382258037325402+0j),(0.014141133097164733+0j)
168,(0.019973235229795955+0j),(-0.017252167429909322+0j),(0.008123442632956633+0j),(-0.013659570205160449+0.0069720687104603924j),(-0.013659570205160449-0.0069720687104603924j),(-0.00883376609272171+0.006133645324478829j),(-0.00883376609272171-0.006133645324478829j),(-0.004196160420669406+0j),(-0.014382258037325428+0j),(0.014141133097164743+0j)
169,(0.01997323522979605+0j),(-0.017252167429909458+0j),(0.008123442632956673+0j),(-0.013659570205160483+0.0069720687104604375j),(-0.013659570205160483-0.0069720687104604375j),(-0.008833766092721773+0.00613364532447883j),(-0.008833766092721773-0.00613364532447883j),(-0.004196160420669386+0j),(-0.014382258037325488+0j),(0.014141133097164738+0j)
170,(0.019973235229795883+0j),(-0.017252167429909353+0j),(0.00812344263295664+0j),(-0.013659570205160438+0.006972068710460396j),(-0.013659570205160438-0.006972068710460396j),(-0.00883376609272175+0.006133645324478819j),(-0.00883376609272175-0.006133645324478819j),(-0.004196160420669343+0j),(-0.014382258037325485+0j),(0.014141133097164802+0j)
171,(0.019973235229795726+0j),(-0.01725216742990914+0j),(0.008123442632956704+0j),(-0.013659570205160391+0.006972068710460425j),(-0.013659570205160391-0.006972068710460425j),(-0.008833766092721688+0.006133645324478792j),(-0.008833766092721688-0.006133645324478792j),(-0.004196160420669373+0j),(-0.014382258037325363+0j),(0.01414113309716471+0j)
172,(0.02031606973301844+0j),(-0.09173933608798046+0j),(-0.013234043973717444+0j),(0.014921598425708409+0.009944762042363052j),(0.014921598425708409-0.009944762042363052j),(0.01152700631774712+0.005201818832572198j),(0.01152700631774712-0.005201818832572198j),(0.004603435724344974+0j),(0.0032085767374600074+0j),(0.0031874637059717725+0j)
173,(0.02031606973301833+0j),(-0.09173933608798013+0j),(-0.013234043973717418+0j),(0.014921598425708421+0.009944762042362994j),(0.014921598425708421-0.009944762042362994j),(0.011527006317747179+0.005201818832572191j),(0.011527006317747179-0.005201818832572191j),(0.004603435724344883+0j),(0.003208576737460112+0j),(0.003187463705971681+0j)
174,(0.020316069733018423+0j),(-0.09173933608798024+0j),(-0.013234043973717427+0j),(0.014921598425708327+0.009944762042363097j),(0.014921598425708327-0.009944762042363097j),(0.011527006317747003+0.00520181883257224j),(0.011527006317747003-0.00520181883257224j),(0.004603435724345009+0j),(0.0032085767374598743+0j),(0.003187463705971809+0j)
175,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
176,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
177,(0.0007104558755550554+0j),(-0.0006400757502864456+0j),(-0.06346837136847451+0j),(0.0005217803385173271+0.010937484219747575j),(0.0005217803385173271-0.010937484219747575j),(0.04798529366423242+0.03720145907625276j),(0.04798529366423242-0.03720145907625276j),(-0.060218864330458866+0j),(0.04774797481497729+0j),(-0.019595094266098106+0j)
178,(0.019973235229797295+0j),(-0.017252167429910654+0j),(0.008123442632956585+0j),(-0.013659570205160142+0.006972068710460037j),(-0.013659570205160142-0.006972068710460037j),(-0.008833766092721636+0.006133645324478694j),(-0.008833766092721636-0.006133645324478694j),(-0.004196160420669376+0j),(-0.01438225803732571+0j),(0.014141133097165099+0j)
179,(0.019973235229797378+0j),(-0.0172521674299107+0j),(0.00812344263295646+0j),(-0.013659570205160051+0.006972068710459961j),(-0.013659570205160051-0.006972068710459961j),(-0.008833766092721651+0.006133645324478642j),(-0.008833766092721651-0.006133645324478642j),(-0.004196160420669353+0j),(-0.014382258037325736+0j),(0.014141133097165203+0j)
180,(0.019973235229797295+0j),(-0.01725216742991064+0j),(0.008123442632956302+0j),(-0.013659570205160117+0.006972068710459933j),(-0.013659570205160117-0.006972068710459933j),(-0.008833766092721643+0.006133645324478622j),(-0.008833766092721643-0.006133645324478622j),(-0.004196160420669517+0j),(-0.01438225803732572+0j),(0.014141133097165255+0j)
181,(0.01997323522979735+0j),(-0.017252167429910682+0j),(0.008123442632956395+0j),(-0.013659570205160084+0.006972068710460035j),(-0.013659570205160084-0.006972068710460035j),(-0.008833766092721514+0.006133645324478687j),(-0.008833766092721514-0.006133645324478687j),(-0.004196160420669508+0j),(-0.01438225803732554+0j),(0.014141133097165044+0j)
182,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
183,(-0.0018336278023430993+0j),(0.0017974238749657342+0j),(0.010119018705895698+0j),(0.15010179073771154-0.023799417106387808j),(0.15010179073771154+0.023799417106387808j),(0.04038807387510885-0.002786153726961546j),(0.04038807387510885+0.002786153726961546j),(0.14020324302297668+0j),(-0.0203786186160938+0j),(-0.08439806018695019+0j)
184,(-0.0018336278023430171+0j),(0.0017974238749657357+0j),(0.010119018705895707+0j),(0.15010179073771157-0.02379941710638783j),(0.15010179073771157+0.02379941710638783j),(0.04038807387510883-0.0027861537269615122j),(0.04038807387510883+0.0027861537269615122j),(0.1402032430229768+0j),(-0.02037861861609392+0j),(-0.08439806018695019+0j)
185,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
186,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
187,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
188,(0.019973235229795192+0j),(-0.017252167429908448+0j),(0.008123442632957998+0j),(-0.013659570205160041+0.006972068710460305j),(-0.013659570205160041-0.006972068710460305j),(-0.008833766092721447+0.006133645324478623j),(-0.008833766092721447-0.006133645324478623j),(-0.004196160420669238+0j),(-0.014382258037325327+0j),(0.014141133097164867+0j)
189,(0.019973235229795227+0j),(-0.01725216742990836+0j),(0.008123442632958082+0j),(-0.013659570205160117+0.006972068710460281j),(-0.013659570205160117-0.006972068710460281j),(-0.008833766092721542+0.006133645324478658j),(-0.008833766092721542-0.006133645324478658j),(-0.0041961604206692815+0j),(-0.014382258037325457+0j),(0.014141133097164934+0j)
190,(0.01997323522979531+0j),(-0.017252167429908573+0j),(0.008123442632958082+0j),(-0.013659570205159921+0.006972068710460423j),(-0.013659570205159921-0.006972068710460423j),(-0.008833766092721329+0.006133645324478668j),(-0.008833766092721329-0.006133645324478668j),(-0.004196160420669272+0j),(-0.014382258037325162+0j),(0.014141133097164712+0j)
191,(0.03418980789738059+0j),(-0.029701131292537947+0j),(0.01275128353832187+0j),(0.012598857956807204-0.00125017732565853j),(0.012598857956807204+0.00125017732565853j),(0.021114483755891287+5.088518881834304e-05j),(0.021114483755891287-5.088518881834304e-05j),(0.0017522773310558628+0j),(0.024452744782670875+0j),(-0.031094960033939963+0j)
192,(0.0011703867916467406+0j),(-0.0011467405834644849+0j),(0.010907441920900304+0j),(0.004541189150458496+0.003921744893524301j),(0.004541189150458496-0.003921744893524301j),(0.034332605550295374+0.007269715397270866j),(0.034332605550295374-0.007269715397270866j),(-0.016720568290314264+0j),(0.011366003680155865+0j),(0.03655620499021944+0j)
193,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
194,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
195,(0.0011703867916468924+0j),(-0.0011467405834646887+0j),(0.010907441920900375+0j),(0.004541189150458578+0.0039217448935243236j),(0.004541189150458578-0.0039217448935243236j),(0.03433260555029547+0.007269715397270876j),(0.03433260555029547-0.007269715397270876j),(-0.016720568290314264+0j),(0.011366003680155931+0j),(0.036556204990219415+0j)
196,(0.0011703867916468182+0j),(-0.0011467405834647412+0j),(0.010907441920900197+0j),(0.004541189150458612+0.00392174489352428j),(0.004541189150458612-0.00392174489352428j),(0.03433260555029551+0.007269715397270878j),(0.03433260555029551-0.007269715397270878j),(-0.016720568290314326+0j),(0.011366003680155954+0j),(0.036556204990219415+0j)
197,(0.0011703867916468215+0j),(-0.0011467405834646002+0j),(0.010907441920900224+0j),(0.004541189150458576+0.0039217448935243504j),(0.004541189150458576-0.0039217448935243504j),(0.03433260555029553+0.007269715397270901j),(0.03433260555029553-0.007269715397270901j),(-0.016720568290314403+0j),(0.01136600368015597+0j),(0.03655620499021935+0j)
198,(0.0011703867916466782+0j),(-0.0011467405834644645+0j),(0.010907441920900289+0j),(0.004541189150458548+0.003921744893524305j),(0.004541189150458548-0.003921744893524305j),(0.03433260555029542+0.007269715397270838j),(0.03433260555029542-0.007269715397270838j),(-0.016720568290314344+0j),(0.011366003680155924+0j),(0.03655620499021936+0j)
199,0j,0j,0j,-0j,0j,-0j,0j,0j,0j,0j
200,(0.019973235229795987+0j),(-0.017252167429909374+0j),(0.008123442632956656+0j),(-0.013659570205160412+0.0069720687104603855j),(-0.013659570205160412-0.0069720687104603855j),(-0.008833766092721736+0.0061336453244788145j),(-0.008833766092721736-0.0061336453244788145j),(-0.004196160420669362+0j),(-0.014382258037325468+0j),(0.01414113309716476+0j)
201,(0.03418980789738023+0j),(-0.029701131292537698+0j),(0.01275128353832176+0j),(0.012598857956807045-0.0012501773256585384j),(0.012598857956807045+0.0012501773256585384j),(0.021114483755891304+5.088518881832837e-05j),(0.021114483755891304-5.088518881832837e-05j),(0.0017522773310557037+0j),(0.024452744782670954+0j),(-0.031094960033939984+0j)
202,(8.074745103403555e-05+0j),(-8.045857628922006e-05+0j),(-0.004174161950844425+0j),(0.03834941533077815-0.030895126494394746j),(0.03834941533077815+0.030895126494394746j),(0.08889850734090994+0.012858389738008501j),(0.08889850734090994-0.012858389738008501j),(-0.02113956321014101+0j),(0.04107184571022815+0j),(0.005335769389949322+0j)
203,(8.074745103419738e-05+0j),(-8.045857628934075e-05+0j),(-0.004174161950844326+0j),(0.038349415330778194-0.030895126494394756j),(0.038349415330778194+0.030895126494394756j),(0.08889850734090991+0.012858389738008525j),(0.08889850734090991-0.012858389738008525j),(-0.02113956321014104+0j),(0.04107184571022806+0j),(0.005335769389949399+0j)
